PassengerId,Survived,Sex,Age,SibSp,Parch,Fare,No_Cabins,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_n,Master,Mid_rank,Miss,Mx,Nobility,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Ticket_Len,Ticket_Segm
442,0,1,20.0,0,0,9.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
443,0,1,25.0,1,0,7.775,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
444,1,0,28.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
445,1,1,33.5,0,0,8.1125,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,5,1
446,1,1,4.0,0,2,81.8583,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,1
447,1,0,13.0,0,1,19.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6,1
448,1,1,34.0,0,0,26.55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6,1
449,1,0,5.0,2,1,19.2583,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4,1
450,1,1,52.0,0,0,30.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6,1
451,0,1,36.0,1,2,27.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,10,2
452,0,1,33.5,1,0,19.9667,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,5,1
453,0,1,30.0,0,0,27.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,6,1
454,1,1,49.0,1,0,89.1042,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
455,0,1,33.5,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,2
456,1,1,29.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,6,1
457,0,1,65.0,0,0,26.55,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
458,1,0,33.5,1,0,51.8625,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
459,1,0,50.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,12,2
460,0,1,33.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
461,1,1,48.0,0,0,26.55,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
462,0,1,34.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
463,0,1,47.0,0,0,38.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
464,0,1,48.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
465,0,1,33.5,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,2
466,0,1,38.0,0,0,7.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,18,2
467,0,1,33.5,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
468,0,1,56.0,0,0,26.55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6,1
469,0,1,33.5,0,0,7.725,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,5,1
470,1,0,0.75,2,1,19.2583,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4,1
471,0,1,33.5,0,0,7.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
472,0,1,38.0,0,0,8.6625,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
473,1,0,33.0,1,2,27.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,10,2
474,1,0,23.0,0,0,13.7917,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,15,3
475,0,0,22.0,0,0,9.8375,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,1
476,0,1,33.5,0,0,52.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
477,0,1,34.0,1,0,21.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
478,0,1,29.0,1,0,7.0458,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
479,0,1,22.0,0,0,7.5208,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
480,1,0,2.0,0,1,12.2875,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,7,1
481,0,1,9.0,5,2,46.9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7,2
482,0,1,33.5,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
483,0,1,50.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,2
484,1,0,63.0,0,0,9.5875,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
485,1,1,25.0,1,0,91.0792,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
486,0,0,21.5,3,1,25.4667,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,1
487,1,0,35.0,1,0,90.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
488,0,1,58.0,0,0,29.7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
489,0,1,30.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,10,2
490,1,1,9.0,1,1,15.9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,10,2
491,0,1,33.5,1,0,19.9667,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,5,1
492,0,1,21.0,0,0,7.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,16,2
493,0,1,55.0,0,0,30.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
494,0,1,71.0,0,0,49.5042,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,2
495,0,1,21.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,9,2
496,0,1,33.5,0,0,14.4583,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
497,1,0,54.0,1,0,78.2667,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,1
498,0,1,33.5,0,0,15.1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,9,2
499,0,0,25.0,1,2,151.55,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
500,0,1,24.0,0,0,7.7958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
501,0,1,17.0,0,0,8.6625,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
502,0,0,21.0,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
503,0,0,21.5,0,0,7.6292,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
504,0,0,37.0,0,0,9.5875,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,1
505,1,0,16.0,0,0,86.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,1
506,0,1,18.0,1,0,108.9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8,2
507,1,0,33.0,0,2,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
508,1,1,33.5,0,0,26.55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6,1
509,0,1,28.0,0,0,22.525,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,2
510,1,1,26.0,0,0,56.4958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
511,1,1,29.0,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
512,0,1,33.5,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,16,2
513,1,1,36.0,0,0,26.2875,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,2
514,1,0,54.0,1,0,59.4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,2
515,0,1,24.0,0,0,7.4958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
516,0,1,47.0,0,0,34.0208,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
517,1,0,34.0,0,0,10.5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,10,2
518,0,1,33.5,0,0,24.15,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
519,1,0,36.0,1,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
520,0,1,32.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
521,1,0,30.0,0,0,93.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,1
522,0,1,22.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
523,0,1,33.5,0,0,7.225,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
524,1,0,44.0,0,1,57.9792,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,6,1
525,0,1,33.5,0,0,7.2292,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
526,0,1,40.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
527,1,0,50.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,11,2
528,0,1,33.5,0,0,221.7792,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,2
529,0,1,39.0,0,0,7.925,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,7,1
530,0,1,23.0,2,1,11.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
531,1,0,2.0,1,1,26.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,5,1
532,0,1,33.5,0,0,7.2292,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
533,0,1,17.0,1,1,7.2292,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
534,1,0,33.5,0,2,22.3583,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
535,0,0,30.0,0,0,8.6625,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
536,1,0,7.0,0,2,26.25,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,12,2
537,0,1,45.0,0,0,26.55,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6,1
538,1,0,30.0,0,0,106.425,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,2
539,0,1,33.5,0,0,14.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
540,1,0,22.0,0,2,49.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,1
541,1,0,36.0,0,2,71.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,9,2
542,0,0,9.0,4,2,31.275,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
543,0,0,11.0,4,2,31.275,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
544,1,1,32.0,1,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,4,1
545,0,1,50.0,1,0,106.425,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8,2
546,0,1,64.0,0,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,3,1
547,1,0,19.0,1,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,4,1
548,1,1,33.5,0,0,13.8625,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,13,2
549,0,1,33.0,1,1,20.525,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
550,1,1,8.0,1,1,36.75,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,10,2
551,1,1,17.0,0,2,110.8833,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
552,0,1,27.0,0,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
553,0,1,33.5,0,0,7.8292,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
554,1,1,22.0,0,0,7.225,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
555,1,0,22.0,0,0,7.775,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
556,0,1,62.0,0,0,26.55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6,1
557,1,0,48.0,1,0,39.6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,1
558,0,1,33.5,0,0,227.525,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,2
559,1,0,39.0,1,1,79.65,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
560,1,0,36.0,1,0,17.4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
561,0,1,33.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
562,0,1,40.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
563,0,1,28.0,0,0,13.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
564,0,1,33.5,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,15,2
565,0,0,21.5,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,17,2
566,0,1,24.0,2,0,24.15,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,9,2
567,0,1,19.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
568,0,0,29.0,0,4,21.075,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
569,0,1,33.5,0,0,7.2292,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
570,1,1,32.0,0,0,7.8542,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
571,1,1,62.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,11,2
572,1,0,53.0,2,0,51.4792,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
573,1,1,36.0,0,0,26.3875,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,2
574,1,0,21.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5,1
575,0,1,16.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,10,2
576,0,1,19.0,0,0,14.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
577,1,0,34.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6,1
578,1,0,39.0,1,0,55.9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
579,0,0,33.5,1,0,14.4583,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
580,1,1,32.0,0,0,7.925,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,17,3
581,1,0,25.0,1,1,30.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6,1
582,1,0,39.0,1,1,110.8833,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
583,0,1,54.0,0,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
584,0,1,36.0,0,0,40.125,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
585,0,1,33.5,0,0,8.7125,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
586,1,0,18.0,0,2,79.65,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,1
587,0,1,47.0,0,0,15.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
588,1,1,60.0,1,1,79.2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
589,0,1,22.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,5,1
590,0,1,33.5,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,10,2
591,0,1,35.0,0,0,7.125,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,17,3
592,1,0,52.0,1,0,78.2667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
593,0,1,47.0,0,0,7.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,2
594,0,0,21.5,0,2,7.75,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
595,0,1,37.0,1,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,11,2
596,0,1,36.0,1,1,24.15,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
597,1,0,21.5,0,0,33.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6,1
598,0,1,49.0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
599,0,1,33.5,0,0,7.225,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
600,1,1,49.0,1,0,56.9292,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,8,2
601,1,0,24.0,2,1,27.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
602,0,1,33.5,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
603,0,1,33.5,0,0,42.4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6,1
604,0,1,44.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
605,1,1,35.0,0,0,26.55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,6,1
606,0,1,36.0,1,0,15.55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
607,0,1,30.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
608,1,1,27.0,0,0,30.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6,1
609,1,0,22.0,1,2,41.5792,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,13,2
610,1,0,40.0,0,0,153.4625,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,8,2
611,0,0,39.0,1,5,31.275,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
612,0,1,33.5,0,0,7.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,18,2
613,1,0,21.5,1,0,15.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
614,0,1,33.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
615,0,1,35.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
616,1,0,24.0,1,2,65.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6,1
617,0,1,34.0,1,1,14.4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
618,0,0,26.0,1,0,16.1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,9,2
619,1,0,4.0,2,1,39.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,6,1
620,0,1,26.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
621,0,1,27.0,1,0,14.4542,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
622,1,1,42.0,1,0,52.5542,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
623,1,1,20.0,1,1,15.7417,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
624,0,1,21.0,0,0,7.8542,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
625,0,1,21.0,0,0,16.1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,5,1
626,0,1,61.0,0,0,32.3208,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
627,0,1,57.0,0,0,12.35,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,6,1
628,1,0,21.0,0,0,77.9583,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,1
629,0,1,26.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
630,0,1,33.5,0,0,7.7333,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
631,1,1,80.0,0,0,30.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
632,0,1,51.0,0,0,7.0542,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
633,1,1,32.0,0,0,30.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5,1
634,0,1,33.5,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6,1
635,0,0,9.0,3,2,27.9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
636,1,0,28.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6,1
637,0,1,32.0,0,0,7.925,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,17,3
638,0,1,31.0,1,1,26.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,10,2
639,0,0,41.0,0,5,39.6875,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,7,1
640,0,1,33.5,1,0,16.1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
641,0,1,20.0,0,0,7.8542,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
642,1,0,24.0,0,0,69.3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,2
643,0,0,2.0,3,2,27.9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
644,1,1,33.5,0,0,56.4958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
645,1,0,0.75,2,1,19.2583,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4,1
646,1,1,48.0,1,0,76.7292,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8,2
647,0,1,19.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
648,1,1,56.0,0,0,35.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5,1
649,0,1,33.5,0,0,7.55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,13,2
650,1,0,23.0,0,0,7.55,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,8,2
651,0,1,33.5,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
652,1,0,18.0,0,1,23.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6,1
653,0,1,21.0,0,0,8.4333,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
654,1,0,21.5,0,0,7.8292,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
655,0,0,18.0,0,0,6.75,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
656,0,1,24.0,2,0,73.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,12,2
657,0,1,33.5,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
658,0,0,32.0,1,1,15.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
659,0,1,23.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
660,0,1,58.0,0,2,113.275,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
661,1,1,50.0,2,0,133.65,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,8,2
662,0,1,40.0,0,0,7.225,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
